id,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,Hardness
5018,100,10.803992,10,4.8,20.3920334,10.56518,2.708,1.648,0.88,0.492736,1.51092,9
5019,86,15.593,19.33333333,4,39.98766667,9.5408,2.115,1.88,1.106666667,0.487833333,2.732,2.8
5020,84,13.277328,12,5.428571429,24.829171,11.60992857,2.687142857,1.685714286,0.897142857,0.489894286,1.26278,7.8
5021,144,11.722664,32,4.666666667,72.2365,9.3432,2.44,1.816666667,1.036666667,0.462183333,1.95335,2.8
5022,120,8.885992,12,4,24.808518,10.83385,2.495,1.684,0.964,0.491224,1.0359,5.8
5023,114,13.477328,16,4.8,35.468537,11.24143333,2.81,1.78,0.96,0.482036,3.90755,6.3
5024,42,9.773996,11,4,22.016938,11.02384,2.727,1.767,0.945,0.498984,1.70601,6
5025,90,11.463996,18,4.6,39.568056,12.0863,2.868,1.652,0.864,0.490932,2.54439,6
5026,163,13.387328,21,4.666666667,50.23602,11.65406667,2.743333333,1.726666667,0.893333333,0.469576667,1.07443,4.5
5027,78,5.876908,9.2,4.8,18.78740068,11.177555,2.8355,1.788,0.892,0.492736,0.76176,6
5028,128,20.415992,10,5.428571429,20.077018,12.0863,2.612857143,1.74,0.86,0.49282,0.84019,2.5
5029,96,15.55,48,2,116.3255,8.12415,1.98,2.015,1.265,0.4315125,7.862,3.5
5030,108,9.93196,10.6,4.8,20.29889263,11.33182,2.755,1.75,0.91,0.492719,0.66533,5.8
5031,100,8.836996,10,4.6,20.21334878,10.75912,2.752,1.702,0.904,0.492719,0.9328,6
5032,42,7.4428315,13.6,5.2,27.188418,12.59399,2.8355,1.598,0.814,0.469015,1.45419,4
5033,126,26.09,30.75,5.75,68.56273,9.0872,2.115,1.905,1.36,0.477854,3.18933,2.8
5034,144,22.98,36.66666667,4.666666667,114.4454667,8.504133333,2.33,2.006666667,1.253333333,0.448826667,7.715,2.3
5035,93,7.900992,4.666666667,3.2,8.808713333,11.82426667,2.826666667,1.656,0.813333333,0.479689167,0.40894,4
5036,90,5.62148,12,4,26.20264325,10.85762,2.796,1.732,0.848,0.492719,1.47705,6
5037,93,10.082327,7.75,3.1,15.24105288,12.39211,2.773333333,1.450833333,0.63,0.656218333,0.45491,2.8
5038,112,23.38089925,26,4.666666667,61.19102,11.26011667,2.858333333,1.726666667,0.923333333,0.4704,3.52219,4
5039,118,13.747992,11.5,4.8,24.789618,10.73364,2.687,1.747,0.928,0.491678,1.3748,5.5
5040,128,20.415992,10,4.8,20.6125257,11.38168,2.81,1.74,0.86,0.49282,0.56215,6
5041,100,15.593,50,4,117.386335,9.01375,2.295,2.04,1.36,0.42668,7.316,2.5
5042,58,3.443996,11,4.8,24.085483,10.993994,2.836,1.682,0.928,0.489272,0.84233,5.5
5043,108,7.957992,9.2,4.8,18.439538,11.79886,2.675,1.736,0.859,0.499726,0.54957,3.8
5044,106,16.601328,15.14285714,4.571428571,31.83430286,11.63035714,2.708571429,1.497142857,0.871428571,0.48802,2.4836,5.5
5045,128,16,16,6,32.059,10.36,2.58,1.8,1.04,0.49897,1.35155,2
5046,108,11.35599,36,4,84.1611,9.05335,2.295,1.97,1.18,0.447985,1.96255,2.8
5047,82,13.477328,41,4,95.225235,9.08885,2.24,1.97,1.2,0.437,6.77608,2.5
5048,100,9.773996,16,4.8,35.468537,11.17714,2.884,1.736,0.926,0.477854,2.16955,6
5049,56,17.2474855,18.66666667,4.666666667,41.99652,11.35476667,2.743333333,1.716666667,0.893333333,0.486506667,1.38084,6.5
5050,76,8.962995,12,4.8,24.033618,11.33182,2.545,1.68,0.96,0.492736,1.03196,6
5051,246,26.09,23,5,55.76479375,11.33182,2.045,1.91,0.945,0.476196,4.52755,3.3
5052,156,21.153992,26,5,61.19102,11.61422,2.884,1.77,0.944,0.477854,3.492,1.8
5053,98,8.147992,9,4,18.01515585,10.9485,2.545,1.626,0.945,0.492736,0.86021,6
5054,236.18,34.18948,23.6,5.2,58.303418,11.11696,2.884,1.738,0.914,0.474324,2.78022,2
5055,60,4.545328,10,5.333333333,20.32523675,11.82415,2.926666667,1.723333333,0.896666667,0.494361667,0.8229,6
5056,0,0,0,0,0,0,0,0,0,0,0.70884,1.5
5057,99,13.355328,14.33333333,5.166666667,30.61252,11.50615,2.89,1.716666667,0.893333333,0.478918333,1.78823,6
5058,116,9.93196,11,4.8,23.231818,10.89735,2.675,1.765,0.945,0.4756775,0.7768,3.8
5059,42,4.904328,9.333333333,4.666666667,19.39735333,11.82415,2.806666667,1.58,0.813333333,0.49968,0.50633,5.5
5060,126,26.09,31.5,4.25,70.92449475,9.3117,1.9775,1.8875,1.195,0.4448825,5.67567,5.8
5061,176,11.35441075,9.5,4.8,18.439538,10.83385,2.74375,1.788,0.964,0.49425875,0.65972,5.5
5062,464,34.686964,10.54545455,4.909090909,21.24292366,11.09606364,2.738409091,1.718636364,0.8925,0.497225909,1.51422,5.5
5063,144,22.707,48,4,116.3255,9.08885,2.24,2.04,1.135,0.401635,5.2757,3.8
5064,126,19.92,25.33333333,4.666666667,55.30459633,9.5408,2.33,1.883333333,0.966666667,0.46833,3.47589,6
5065,214,26.092,24.5,4.8,53.4902975,10.9485,2.7612,1.747,0.945,0.47754,5.07766,3.8
5066,214,37.776992,29.61904762,5.142857143,103.49858,10.29685833,2.737,1.97,0.987142857,0.467913333,4.937,2.5
5067,122,13.385996,12.2,4.8,24.808518,11.02384,2.675,1.736,0.944,0.49897,1.96919,6
5068,124,17.593,20.66666667,5,46.44374833,9.6769,2.901666667,1.896666667,1.15,0.476711667,5.86433,5.5
5069,150,19.382,36,5.6,84.1611,9.1302,2.308,1.908,1.224,0.466938,3.18933,2.3
5070,72,6.093996,14.4,4.4,31.937418,11.43154,2.824,1.77,0.84,0.486236,0.93456,6.3
5071,228,33.205655,39.5,5.5,93.78445,8.31996,2.02,1.908,1.265,0.457149,3.8764,6
5072,20,38.411296,10,5,20.3920334,12.04083,2.848,1.743,0.815,0.498984,0.81244,3.3
5073,68,7.767992,13.6,4.8,29.525338,10.2719,2.572,1.742,0.956,0.485063,1.00104,3.5
5074,100,7.558488,10,4.8,20.29889263,12.04083,2.755,1.732,0.9,0.492719,1.0066,2.5
5075,242,38.411296,12.3,4.5,26.62168667,11.63995,2.831666667,1.716666667,0.92,0.476711667,1.24267,5.8
5076,42,7.4428315,10.2,4.4,21.98931204,12.0034,2.68,1.592,0.848,0.493032,0.76544,3.8
5077,96,9.133,12,4,24.808518,11.28095,2.727,1.765,0.905,0.48855,1.68467,6
5078,70,3.7468275,10,4.2,20.15577185,10.93895,2.695,1.6795,0.889,0.58966,0.74511,2.5
5079,36,9.577996,18,4,43.498522,12.04083,2.648,1.648,0.86,0.477854,2.70793,3.8
5080,30,2.70174775,6,3.2,12.0096,12.41584,2.2,1.394,0.664,0.695602,0.26567,2.5
5081,322,24.70666,14.5,5,32.387739,11.5108625,2.828,1.652,0.89875,0.4818275,1.03248,2.5
5082,96,8.07666,12,4.5,24.808518,11.26033125,2.81875,1.75,0.945,0.49425875,1.48857,6.8
5083,246,26.092,25.2,5.6,58.303418,10.13144,2.352,1.82,1.104,0.475566,3.52219,1.8
5084,64,10.507072,12,4.8,24.789618,10.59066,2.58,1.8,1.04,0.491678,0.98478,6
5085,128,20.415992,12.8,4.8,26.385218,11.38168,2.81,1.74,0.86,0.49282,0.89374,6
5086,132,15.232328,11.11111111,4.666666667,22.97767467,11.70646667,2.848333333,1.625,0.813333333,0.543391111,1.96919,4.5
5087,75,13.89,23,4,54.27519833,9.101866667,2.073333333,1.896666667,1.135,0.44966,6.78733,5.5
5088,138,10.502995,12.2,4.8,26.385218,10.599905,2.81,1.74,0.86,0.477665,1.50921,5.5
5089,52,9.773996,10.4,5.2,20.833018,11.43154,2.824,1.742,0.87,0.49111,0.92003,6.3
5090,30,2.346328,10,5.333333333,20.32523675,9.3432,2.881666667,1.718333333,0.896666667,0.488163333,0.84313,5.5
5091,322,38.214,32,5.6,102.82756,9.1302,2.308,1.906,1.224,0.45825,5.52703,3
5092,30,7.73466,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.82753,7.5
5093,62,7.87674775,11.5,4,22.212725,12.18425,2.72,1.5725,0.88125,0.49282,1.26278,5.5
5094,146,13.611328,20.33333333,5.333333333,46.52035333,11.2347,2.53,1.746666667,0.968333333,0.477685,2.17405,6
5095,222,11.463996,8.8,4.5,17.7903568,11.037175,2.5275,1.6725,0.90625,0.492736,0.89483,5
5096,70,2.008328,4.666666667,3.2,8.808713333,13.51252,2.668,1.318666667,0.505333333,0.762368667,0.26619,2.3
5097,108,24.70666,36,5.5,84.1611,11.6604875,2.9225,1.68,0.8925,0.47382125,3.08833,2.3
5098,75,22.888,50,5,117.386335,9.8771,2.165,1.88,1.165,0.42668,5.2515,6
5099,30,1.74316,10,5.333333333,20.76693544,13.65293333,3.09,1.556666667,0.866666667,0.48039,0.76486,2.5
5100,214,36.025984,22.8,5,49.22444938,11.9485,2.6725,1.5425,0.9825,0.467305,4.5665,2.5
5101,138,12.979976,10.6,4.8,21.5029424,12.08226,2.73065,1.576,0.71,0.6184925,0.49717,3.8
5102,43,7.87674775,10.75,5,22.212725,12.18425,2.7275,1.545,0.71,0.49282,0.07675,5
5103,46,9.133,21,4,46.9564675,11.14446,2.205,1.8,1.14,0.474324,2.0416,1.8
5104,30,2.70174775,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.68417,3.8
5105,126,13.385996,25.2,5.6,58.303418,11.61422,2.884,1.736,0.944,0.467568,2.40189,2
5106,100,8.505992,10,4.8,20.29889263,11.33044,2.774,1.698,0.896,0.498454,0.85007,6
5107,90,8.42666,18,5.6,39.568056,12.0863,2.352,1.662,1.104,0.476196,1.80256,3
5108,93,10.209328,7.75,4.666666667,15.5703585,12.0034,2.77,1.476666667,0.616666667,0.663796667,0.40319,4.8
5109,87,15.55,21.75,3.75,45.87725,10.39875,2.24,1.955,1.18,0.482265,2,2
5110,136,8.359328,11.33333333,4.666666667,23.65634417,11.35476667,2.806666667,1.716666667,0.883333333,0.486506667,0.51227,6
5111,100,12.421,10,4.8,20.99412653,10.59066,2.73065,1.742,0.88,0.492719,0.90311,5.5
5112,92,6.697992,9,4.8,18.439538,11.79886,2.805,1.656,0.824,0.499196,0.27146,3
5113,128,13.747992,13,5.6,27.188418,10.59066,2.502,1.74,0.944,0.48502,1.81103,6
5114,100,7.558488,10,4.8,20.077018,11.33044,2.706,1.678,0.892,0.498454,0.80212,5.5
5115,134,13.266328,20.33333333,5,46.52035333,11.756,2.861666667,1.718333333,0.931666667,0.46498,2.28126,6
5116,70,3.94991025,9.5,4.8,18.80749495,11.026725,2.7065,1.6795,0.818,0.611805,0.53649,5
5117,100,8.147992,10,4.8,20.077018,11.33044,2.706,1.678,0.892,0.498454,0.82343,6
5118,110,15.43,48.5,3.5,111.34115,8.71425,1.96,2.015,1.37,0.4315125,7.7965,2.3
5119,92,9.874,30.66666667,5,68.56273,9.159866667,1.95,1.907,1.18,0.448826667,0.93673,4.8
5120,78,11.551332,13,5,27.3599975,11.5108625,2.81,1.79,0.8525,0.4931925,3.47589,2.5
5121,245,34.205655,23.5,4.8,54.53794033,10.0743,2.295,1.765,0.945,0.478464,4.75782,2.5
5122,92,19.334,30.66666667,4,68.56273,9.159866667,1.95,1.913333333,1.213333333,0.448826667,6.0674,5.5
5123,78,8.505992,14.8,4.4,31.5746356,11.02384,2.706,1.698,0.892,0.499514,1.51422,6
5124,184,40.61,23,4.5,49.22444938,9.300975,2.62,1.9075,1.2,0.4628675,5.67567,3
5125,112,14.485992,22.8,5.5,53.4902975,11.38168,2.828,1.732,0.914,0.475954,2.19978,6.3
5126,192,15.593,8,4.8,16.862138,12.30176,2.54,1.598,0.848,0.479405,0.11548,2.5
5127,92,4.243996,9.2,4.8,18.439538,11.79886,2.805,1.656,0.848,0.499196,0.81244,6
5128,222,40.747992,22.4,5.6,45.2355,11.33182,2.828,1.728,0.928,0.467304,5.118,3.8
5129,96,14.883996,11.2,4.4,23.231818,11.38168,2.81,1.74,0.86,0.492736,1.50921,6
5130,116,9.577996,11.6,4.8,23.23181818,11.7051,2.68,1.7575,0.899,0.49282,1.66969,6.5
5131,131,14.055328,31.66666667,4.666666667,69.592128,9.6769,2.073333333,1.943333333,1.233333333,0.46586,2.96536,6
5132,46,7.87674775,6,3.75,12.0096,12.18425,2.7275,1.545,0.71,0.61443,0,5
5133,92,6.093996,9.2,4.8,18.58636114,12.04083,2.94,1.654,0.782,0.493032,0.84019,5.5
5134,78,6.093996,13.6,4.8,29.525338,10.987245,2.828,1.654,0.928,0.4957955,1.10402,5.5
5135,74,13.512992,14.6,4.8,31.937418,11.38168,2.81,1.74,0.928,0.482036,2.04102,6
5136,180,14.7341515,9.5,4,18.01515585,11.7051,2.6725,1.495,0.71,0.6184925,0.61805,2.5
5137,42,7.558488,11.6,4.8,22.111243,11.17714,2.644,1.794,0.96,0.491714,1.45419,6
5138,228,24.574384,23.6,4.8,58.303418,11.61422,2.828,1.7575,0.914,0.467568,2.65644,2.5
5139,232,0.739926,9,4.363636364,18.80749495,11.32285455,2.703,1.631,0.866,0.520016818,0.65297,5.5
5140,64,10.502995,32,4,72.2365,10.39875,2.545,1.93,1.18,0.457615,5.325,3
5141,38,0.4942664,8.333333333,4.666666667,16.862138,12.04151667,2.68,1.450833333,0.63,0.65987,0.44035,4
5142,46,9.133,23,4,48.7195,9.8771,2.115,1.905,1.12,0.47888,4.11583,3.8
5143,30,0.675436,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.61805,3.8
5144,90,11.463996,10,4.16,20.077018,12.0034,2.6916,1.6994,0.664,0.5566228,2.0416,5.5
5145,82,10.507072,41,4,93.8846,9.65936,2.445,1.98,1.11,0.436875,5.62731,2.5
5146,151,15.232328,50.33333333,2.666666667,121.0227333,9.351666667,2.156666667,2.076666667,1.363333333,0.42632,7.715,1.8
5147,80,4.073996,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,0.58344,2
5148,36,9.133,18,5,40.99652,9.1302,2.53,1.742,1.14,0.47888,2.732,6
5149,50,4.243996,10,4.8,20.016938,11.520164,2.774,1.656,0.882,0.498666,0.88799,3
5150,128,4.9568275,8.4,4,16.862138,11.95216,2.824,1.68,0.814,0.499404,0.79244,5.3
5151,58,11.354575,18.66666667,4.333333333,47.69701,9.081566667,2.126666667,2.086666667,1.363333333,0.405373333,1.95335,6
5152,58,3.94991025,19.33333333,4.333333333,39.98766667,9.6903,2.44,1.923333333,1.15,0.485033333,0.84019,6
5153,42,7.44274775,10.5,4,21.98931204,12.06715,2.65,1.5475,0.71,0.611805,0.67922,5.8
5154,82,13.551332,31,4,70.86454625,9.8771,1.98,1.904,1.184,0.448895,6.0674,2.5
5155,72,13.385996,12.6,4,24.085483,11.02384,2.828,1.7,0.88,0.4946015,1.56776,6
5156,105,6.697992,9.4,4.16,18.439538,12.046624,2.829,1.662,0.824,0.475954,0.49724,3.5
5157,144,10.082327,24,4.333333333,53.05033333,11.33044,2.248333333,1.813333333,0.901666667,0.47783,4.28689,4.5
5158,60,4.243996,10,4.8,20.016938,11.64556,2.774,1.714,0.882,0.499726,0.75249,2
5159,112,13.053996,23,4,49.22444938,11.100835,2.165,1.925,1.16,0.44942,3.1504,2.5
5160,110,52.257992,48,2.666666667,114.97573,8.604266667,2.986666667,1.446666667,1.363333333,0.439165,7.7965,3.8
5161,114,13.747992,11.4,4.7,24.75087845,11.107295,2.566,1.742,0.928,0.48502,1.0359,3.5
5162,78,11.2954955,22.5,5.3,53.441338,10.999625,2.829,1.788,0.946,0.47907,2.95341,2.3
5163,120,13.512992,30,4,66.8074975,9.1985,2.67,1.904,1.185,0.45825,6.523,5.8
5164,120,13.747992,12,4.8,24.789618,11.11696,2.884,1.736,0.908,0.477854,0.99502,2.8
5165,116,8.07666,14.5,5,32.387739,11.5108625,2.786875,1.6705,0.89875,0.482641875,1.79459,6.5
5166,114,12.421,22,4,49.22444938,10.296875,2.54375,1.9375,1.1375,0.47888,2.07315,2.3
5167,58,11.874,19.33333333,4.666666667,39.98766667,9.5408,2.33,1.88,1.106666667,0.487833333,0.96381,5.8
5168,86,5.203996,17.2,4.8,39.466738,11.46526,2.752,1.788,0.944,0.481478,1.83476,3.5
5169,146,13.551332,14.5,4.8,29.568292,11.43734,2.305,1.9072,0.946,0.492736,1.00843,3
5170,92,7.900992,9.2,4.4,18.439538,11.79886,2.805,1.656,0.848,0.499196,0.75796,6
5171,58,11.874,19.33333333,4.666666667,39.98766667,9.5408,2.33,1.913333333,1.18,0.487833333,1.05333,3.8
5172,64,10.207996,12.8,4.8,26.385218,11.38168,2.81,1.74,0.86,0.49282,0.89374,5.5
5173,28,0.973995,14,4,29.21788464,10.52605,2.58,2.01,1.04,0.477665,1.85565,5
5174,228,24.70666,27.5,5.5,65.80676875,11.1479375,2.87,1.702,0.945,0.468343333,3.47589,2.5
5175,20,4.9568275,10,5,20.15577185,11.139125,2.7065,1.6705,0.889,0.4970245,0.82121,5.8
5176,30,1.74316,10,5.333333333,20.76693544,14.16393333,3.09,1.556666667,0.866666667,0.48039,1.42326,5
5177,76,9.44,15.2,5.2,31.937418,11.43154,2.824,1.752,0.914,0.486236,0.98478,3.3
5178,62,6.031328,18.04761905,4.714285714,41.38155381,11.38364286,2.79,1.699047619,0.887142857,0.486636331,1.83476,5
5179,474,37.0104575,6.333333333,3.916666667,11.99055966,12.71455833,2.774285714,1.446666667,0.620833333,0.661224167,0.5043,3
5180,80,11.35,10,4.8,21.654418,11.38168,2.757,1.747,0.956,0.498984,1.46035,6
5181,80,11.35441075,10,4.78125,20.85344706,10.75912,2.66375,1.682,0.920833333,0.491875833,1.3124,5.5
5182,74,9.44,14.5,5,32.387739,11.38881,2.79,1.688,0.91,0.492736,0.84098,6.8
5183,92,6.697992,9.2,4.8,18.439538,11.79886,2.752,1.656,0.848,0.499196,0.65972,3.5
5184,144,12.417996,14.4,4.4,30.341818,10.629,2.738,1.742,0.928,0.48502,2.17405,6.5
5185,46,9.8923,14.6,4,29.21788464,11.28095,2.352,1.77,0.98,0.492736,1.03196,1.5
5186,338,34.857992,7.977777778,4.222222222,15.71835125,11.27933333,2.754666667,1.724444444,0.931111111,0.606169444,0.59237,3.8
5187,74,14.883996,14.8,4.4,31.5746356,11.14446,2.684,1.732,0.9,0.482036,1.0627,6.3
5188,96,8.505992,12,4,24.085483,10.60098,2.6,1.75,0.98,0.492719,0.6795,4
5189,120,13.747992,12,4,24.808518,10.347,2.352,1.82,0.956,0.492736,1.27179,5.5
5190,15,8.962995,15,4,33.739258,9.695,2.24,1.8,1.5,0.49897,1.92725,3.8
5191,129.48,30.655328,21.83333333,4.4,49.50308167,11.82426667,2.19,1.91272,0.936,0.474107167,4.49372,4.8
5192,96,7.73466,16,5,35.457915,11.719925,2.79,1.6725,0.8525,0.495275,0.56215,7
5193,790,105.514,42.8,5.3,102.82756,10.68619583,2.98,1.711,1.009333333,0.466938,3.59589,2.8
5194,6,1.7,6,4,12.0096,11.2603,2.55,1.7,0.75,0.49954,0.69605,10
5195,76,14.055328,31.66666667,4.333333333,73.793144,9.350333333,2.18,1.89,1.16,0.448826667,3.56717,4.3
5196,122,14.091992,12.2,4.8,24.808518,11.20276,2.727,1.767,0.91,0.496167,1.96268,6
5197,42,9.683996,10.6,3.6,22.9889468,12.41584,2.884,1.542,0.703,0.58966,1.3702,3.8
5198,40,2.3341635,6.666666667,4,13.01612833,12.70046667,2.77,1.476666667,0.616666667,0.663796667,0.13641,5
5199,74,4.9568275,7.4,4.2,14.610803,12.39211,2.77,1.551,0.708,0.498454,0.42861,2.8
5200,235,14.053996,22.8,4.8,50.1811,11.38168,2.81,1.742,0.86,0.477665,4.74,6
5201,445,30.841971,18.21875,4.78125,40.50701688,11.6604875,2.6515625,1.716875,0.9825,0.481478125,4.30067,5.5
5202,120,13.747992,12,4.8,24.085483,12.22274,2.663,1.688,0.836,0.492799,1.03248,6
5203,60,1.7401675,10,5.333333333,20.18539571,11.82426667,2.89,1.698333333,0.89,0.4982825,0.85728,6
5204,76,11.463996,13.6,4.8,29.68067862,11.10385,2.502,1.742,0.896,0.48502,1.3459,4.5
5205,200,14.7341515,10,5,20.25527838,11.33044,2.79,1.6775,0.8525,0.4931925,1.00728,5
5206,88,13.277328,12.57142857,4.571428571,26.19131386,10.554,2.657142857,1.774285714,0.971428571,0.483748571,1.86069,7.8
5207,72,10.209328,12,4.333333333,24.65418667,11.75441667,2.915,1.703333333,0.823333333,0.49402,0.56349,6.8
5208,226,37.0104575,12.5,4.8,24.808518,10.97550375,2.684,1.684,0.914,0.492736,1.8688,5.5
5209,96,8.962995,18,4,36.0685,11.2603,2.545,1.93,1.11,0.476095,1.04374,2.5
5210,116,9.44,14.33333333,4.666666667,30.55068667,11.35495,2.66,1.75,0.985,0.482156667,1.6865,6.3
5211,163,20.29466,11.5,3.916666667,23.03343417,11.74963333,2.77,1.550833333,0.723333333,0.65987,2.58333,2.8
5212,105,8.862328,17.5,5,39.18098033,11.74963333,2.861666667,1.716666667,1.036666667,0.483051667,0.86614,5
5213,50,3.443996,7.5,4,14.99685963,11.17714,2.705,1.551,0.71,0.6184925,0.62275,5.5
5214,46,9.874,23,4,48.7195,9.251425,2.24,1.88,1.12,0.47857,5.48,2.3
5215,76,15.751996,15.2,4,31.937418,11.33182,2.796,1.728,0.88,0.486236,2.312,2.5
5216,80,7.73466,10,5,20.25527838,11.90972,2.79,1.6725,0.8525,0.4931925,0.8148,2.5
5217,100,7.73466,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,1.0359,4.3
5218,74,4.9568275,7.4,4.2,14.610803,12.39211,2.77,1.551,0.708,0.598245,0.49568,2.8
5219,347,14.485992,12.8125,4.625,24.847737,10.8798125,2.645,1.7265625,0.945,0.482641875,1.74944,5.5
5220,20,4.03,9.2,4.8,18.439538,11.79886,2.805,1.656,0.848,0.499196,1.02048,3.5
5221,144,19.382,42.8,5.6,102.82756,10.13144,2.308,1.859,1.104,0.45825,3.01757,2
5222,144,8.147992,24,4,57.08166,11.70255,2.368,1.82,0.895,0.474714,2.1154,4.5
5223,200,6.697992,10,4.8,21.06154724,11.33044,2.774,1.714,0.882,0.4946015,0.74511,5.5
5224,100,7.558488,10,4.8,20.99412653,11.33044,2.706,1.7,0.926,0.499726,0.94127,6
5225,235,60.674,24.5,5.5,53.4902975,10.78917,2.115,1.859,1.12,0.474324,4.90209,1.8
5226,106,13.385996,10.8,4.8,21.5029424,11.17714,2.884,1.736,0.944,0.49605,1.15072,5.8
5227,108,10.803992,10.8,4.8,21.98931204,11.17714,2.684,1.72,0.936,0.492736,0.77561,5.5
5228,30,2.70174775,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.50389,3.8
5229,50,4.243996,10,4.8,20.29889263,11.33044,2.755,1.75,0.836,0.498666,0.73829,6.8
5230,104,8.862328,17.33333333,5.166666667,38.97922533,11.86273333,2.861666667,1.7,0.901666667,0.482451667,0.96683,5
5231,131,27.179328,21.83333333,4.666666667,50.61352,11.65406667,2.881666667,1.716666667,0.973333333,0.478023333,4.86505,4.3
5232,152,11.463996,11.6,4.4,24.085483,12.22274,2.68,1.592,0.738,0.59004,2.28126,2.5
5233,137,13.612327,22,4.666666667,54.27519833,11.65406667,2.746666667,1.711666667,0.918333333,0.480008333,2.18789,6.5
5234,156,19.334,30.66666667,4,68.56273,9.159866667,1.95,1.913333333,1.213333333,0.448826667,2.34255,4.8
5235,58,9.577996,12.6,4.8,24.808518,11.38168,2.752,1.711,0.946,0.492799,1.2188,6
5236,93,19.382,7.75,3.916666667,15.5703585,12.874275,2.619166667,1.446666667,0.620833333,0.65987,1.12352,4
5237,74,9.773996,14.8,4.4,31.5746356,11.14446,2.684,1.732,0.9,0.482036,1.56776,6.3
5238,112,13.355328,22.5,5.5,53.4902975,11.340425,2.24,1.91,0.945,0.477665,2.312,2.3
5239,127,13.477328,31,4.25,70.86454625,9.251425,1.985,1.88,1.2,0.4628675,0.86614,5.5
5240,338,22.581309,7.511111111,3.911111111,14.90033765,11.91364,2.646444444,1.554444444,0.723111111,0.628591111,0.58543,6
5241,108,7.44274775,9.5,4.666666667,19.24039571,11.79596667,2.806666667,1.6725,0.9,0.49402,1.0804,6
5242,56,5.203996,11.2,4.8,23.09969493,11.46526,2.752,1.788,0.946,0.481478,0.91457,6
5243,96,15.55,48,4,116.3255,10.39875,2.24,2.015,1.18,0.448895,0.40319,3.8
5244,246,31.275971,15.2,4.875,31.937418,11.2520375,2.865,1.74,0.945,0.4863375,3.01757,5
5245,86,8.841328,14.33333333,4,30.55068667,9.2708,2.356666667,1.9,1.193333333,0.446356667,1.35045,5.5
5246,96,15.43,48,2,117.386335,8.21315,1.95,2.04,1.41,0.401635,7.66,3
5247,64,8.836996,12.6,4.8,26.385218,11.38168,2.81,1.74,0.86,0.49282,0.86614,6
5248,294,38.03984,13.05454545,4.977272727,29.01870756,11.35801481,2.637878788,1.74,0.827777778,0.511448519,1.50857,6.8
5249,122,13.89,18,5.6,39.568056,11.33044,2.884,1.687,0.892,0.487833333,2.732,6
5250,106,16.676996,10.7,4.7,21.98931204,11.0881,2.502,1.698,0.946,0.498454,0.82121,5.8
5251,95,15.604,31.33333333,5,75.83935333,9.6903,2.413333333,1.813333333,1.026666667,0.469715,5.54333,3.5
5252,120,8.109328,10,4.666666667,20.18539571,10.89726667,2.82,1.745,0.905,0.499074167,0.50389,5.5
5253,100,7.767992,10,5,20.3920334,12.20004,2.6725,1.495,0.71,0.49901,0.8506,5.5
5254,72,19.382,22,5,49.22444938,10.68619,2.24,1.75,1.1375,0.4756775,4.5665,3
5255,122,17.59,12.2,4.8,24.55618878,11.17714,2.694,1.678,0.892,0.492719,1.00104,6
5256,144,15.55,20.5,4.5,43.498522,11.13144,2.33,2.09,1.12,0.462985,1.0408,6.8
5257,80,7.558488,10,4.6,20.016938,11.43734,2.884,1.754,0.832,0.491678,1.06276,2.8
5258,60,6.394996,10,4.666666667,20.02735333,11.25296667,2.806666667,1.716666667,0.893333333,0.486506667,0.7176,6
5259,202,20.415992,10.1,4.8,20.29889263,11.288,2.6795,1.626,0.86,0.4840125,0.90311,5
5260,72,11.202328,17.33333333,4.666666667,38.89702,11.13986667,2.736666667,1.768333333,0.98,0.478918333,1.89676,5.5
5261,80,7.87674775,10,4.375,20.25527838,11.00937813,2.6425,1.7978125,0.96,0.529016875,0.56215,6.3
5262,114,17.053984,22.8,5.6,49.204038,11.14446,2.828,1.652,0.864,0.476196,2.06989,2.5
5263,100,5.401996,10,4.8,20.29889263,10.987245,2.706,1.678,0.892,0.492736,0.80454,6
5264,144,22.98,36,2.666666667,84.1611,8.504133333,2.44,1.923333333,1.18,0.456803333,0.45291,2
5265,196,30.92,24.5,5.5,53.4902975,10.0743,2.545,1.765,0.98,0.44942,4.57578,2.5
5266,93,15.604,17.33333333,4.666666667,41.07402,11.26011667,2.858333333,1.788333333,0.891666667,0.486506667,1.56776,5.5
5267,74,4.9568275,7.4,4.2,14.610803,12.39211,2.795,1.542,0.703,0.58966,0,3.8
5268,96,8.147992,12,4.8,24.789618,10.93895,2.703,1.698,0.866,0.49111,1.00728,6
5269,72,3.443996,8.8,4,16.862138,11.70255,2.828,1.5712,0.836,0.687868,0.5639,3.3
5270,126,15.751996,20.2,4.8,46.95646,9.75912,2.298,1.792,1.195,0.476196,4.49372,2.5
